"Reference";"BroadFunction";"Protein";"Chr";"Strand";"G.Start";"G.End";"G.Size..nt.";"Inter.genic";"Start..cum.";"End..cum.";"N..Introns";"Size..nt..sum";"Size_prot.aa.";"Final.Description";"Closest.Organism..excl..Ophios.Sporothrix.";"Closest.Organism..excl..O.novo.ulmi.only.";"KEGG_KO.";"KEGG_Name";"Blast2GO_Annotation";"X.GO.Terms";"GO.Terms";"Enzyme.Code";"CAZy";"MEROPS_family";"SignalP";"Alterna_Splice";"SMURF";"Notes";"gene_ID"
"868";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp6519";"VI";"-";"312.870";"314.992";2.123;2.118;"24.006.691";"24.008.813";3;206;638;"GATA zinc finger domain-containing protein 10";"Fusarium graminearum";"Ophiostoma piceae";"";"";"gata zinc finger";1;"F:binding";"-";"";"";"N";"";"";"";"g6519"
"869";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp6618";"VI";"+";"661.730";"664.699";2.97;4.084;"24.355.551";"24.358.520";0;0;989;"Zinc finger protein rst2";"Magnaporthe oryzae";"Ophiostoma piceae";"";"";"hypothetical protein MGG_00660";1;"F:binding";"-";"";"";"N";"";"";"";"g6618"
"870";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp6845";"VI";"-";"1.514.073";"1.515.677";1.605;607;"25.207.894";"25.209.498";0;0;534;"Zinc finger protein zpr1";"Grosmannia clavigera";"Ophiostoma piceae";"K06874";"K06874; zinc finger protein";"zinc finger protein zpr1";4;"P:mycelium development; P:cellular process; F:zinc ion binding; C:intracellular part";"-";"";"";"N";"";"";"";"g6845"
"871";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp6871";"VI";"-";"1.585.022";"1.588.286";3.265;472;"25.278.843";"25.282.107";1;55;1.069;"C6 zinc finger domain containing protein";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"c6 zinc finger domain containing protein";9;"P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent";"";"";"";"N";"";"";"";"g6871"
"872";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7011";"VI";"-";"2.137.371";"2.139.586";2.216;865;"25.831.192";"25.833.407";1;77;712;"Zinc finger protein 58 (Regulator of sex-limitation candidate 5)";"Grosmannia clavigera";"Ophiostoma piceae";"K09230";"SCAN; SCAN domain-containing zinc finger protein";"zinc finger protein 58";4;"F:nucleic acid binding; F:zinc ion binding; C:intracellular; P:biological_process";"";"";"";"N";"";"";"";"g7011"
"873";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7084";"VI";"+";"2.405.505";"2.412.869";7.365;625;"26.099.326";"26.106.690";0;0;2.454;"NFX1-type zinc finger-containing protein 1";"Magnaporthe oryzae";"Ophiostoma piceae";"";"";"p-loop containing nucleoside triphosphate hydrolase protein";4;"F:ATP binding; F:nucleotide binding; F:nucleoside-triphosphatase activity; F:hydrolase activity";"";"";"";"N";"";"";"";"g7084"
"874";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7096";"VI";"+";"2.462.352";"2.465.900";3.549;7.732;"26.156.173";"26.159.721";0;0;1.182;"Zinc finger, mynd-type domain containing protein";"Grosmannia clavigera";"Sporothrix schenckii";"";"";"zinc mynd-type domain containing protein";1;"P:transcription, DNA-dependent";"-";"";"";"N";"";"";"";"g7096"
"875";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7207";"VII";"-";"72.074";"73.480";1.407;3.298;"26.567.489";"26.568.895";0;0;468;"C6 zinc finger domain containing protein";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"c6 zinc finger domain protein";6;"P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus";"";"";"";"N";"";"";"";"g7207"
"876";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7292";"VII";"-";"348.071";"353.884";5.814;1.241;"26.843.486";"26.849.299";0;0;1.937;"NFX1-type zinc finger-containing protein 1";"Trichoderma virens";"Ophiostoma piceae";"";"";"nf-x1 finger and helicase domain";6;"F:helicase activity; F:nucleic acid binding; F:zinc ion binding; P:regulation of transcription, DNA-dependent; C:nucleus; F:sequence-specific DNA binding transcription factor activity";"";"";"";"N";"";"";"";"g7292"
"877";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7338";"VII";"-";"508.704";"510.707";2.004;1.394;"27.004.119";"27.006.122";0;0;667;"Zinc finger protein rsv2 (Required for stationary phase viability protein 2)";"Grosmannia clavigera";"Ophiostoma piceae";"K03034";"RPN4; 26S proteasome regulatory subunit N4";"c2h2 transcription factor";3;"F:zinc ion binding; C:intracellular; F:nucleic acid binding";"";"";"";"N";"";"";"";"g7338"
"878";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7452";"VII";"-";"918.051";"919.327";1.277;2.125;"27.413.466";"27.414.742";1;62;404;"FYVE-type zinc finger-containing protein C9B6.03";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"fyve domain containing protein";1;"F:metal ion binding";"";"";"";"N";"";"";"";"g7452"
"879";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7724";"VII";"+";"1.995.937";"1.999.819";3.883;1.494;"28.491.352";"28.495.234";1;58;1.274;"C6 zinc finger domain containing protein";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"fungal specific transcription";5;"F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding";"-";"";"";"N";"";"";"";"g7724"
"880";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7856";"VII";"-";"2.447.589";"2.448.137";549;894;"28.943.004";"28.943.552";1;330;72;"AN1-type zinc finger protein YOR052C";"Grosmannia clavigera";"Sporothrix schenckii";"K07059";"Unclassified; Poorly Characterized";"an1-type zinc finger protein";1;"F:zinc ion binding";"-";"";"";"N";"";"";"";"g7856"
"881";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7957";"VIII";"-";"73.391";"75.043";1.653;4.339;"29.327.030";"29.328.682";1;51;533;"C6 zinc finger fungal transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"";9;"P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent";"";"";"";"N";"";"";"";"g7957"
"882";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp7973";"VIII";"+";"118.092";"121.415";3.324;612;"29.371.731";"29.375.054";0;0;1.107;"Krueppel C2H2-type zinc finger protein";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"krueppel c2h2-type zinc finger protein";6;"F:nucleic acid binding; P:transcription, DNA-dependent; F:zinc ion binding; C:nucleus; C:intracellular; F:DNA binding";"";"";"";"N";"";"";"";"g7973"
"883";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp8063";"VIII";"+";"432.317";"433.993";1.677;1.548;"29.685.956";"29.687.632";0;0;558;"DHHC zinc finger membrane protein";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"dhhc zinc finger membrane protein";3;"F:metal ion binding; F:zinc ion binding; C:intracellular";"";"";"";"N";"";"";"";"g8063"
"884";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp8081";"VIII";"-";"544.446";"547.100";2.655;891;"29.798.085";"29.800.739";0;0;884;"MYND-type zinc finger protein samB (Suppressor of anucleate metulae protein B)";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"mynd domain protein";2;"F:metal ion binding; F:zinc ion binding";"";"";"";"N";"";"";"";"g8081"
"885";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp8243";"VIII";"+";"1.202.637";"1.204.100";1.464;17.224;"30.456.276";"30.457.739";1;60;467;"Respiration factor 2 (Zinc finger protein ZMS1)";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"c2h2 transcription factor";2;"F:nucleic acid binding; C:intracellular";"-";"";"";"N";"";"";"";"g8243"
"886";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp8492";"VIII";"+";"2.146.833";"2.147.858";1.026;558;"31.400.472";"31.401.497";0;0;341;"AN1-type zinc finger protein 1";"Grosmannia clavigera";"Ophiostoma piceae";"K07059";"Unclassified; Poorly Characterized";"an1-type zinc finger protein";1;"F:zinc ion binding";"-";"";"";"N";"";"";"";"g8492"
"887";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp8580";"VIII";"-";"2.428.404";"2.429.828";1.425;338;"31.682.043";"31.683.467";0;0;474;"Zinc finger protein 830 (Coiled-coil domain-containing protein 16)";"Togninia minima";"Ophiostoma piceae";"";"";"hypothetical protein";2;"F:zinc ion binding; C:intracellular";"";"";"";"N";"";"";"";"g8580"
"888";"L.Bernier oral presentation (unpublished data)";"Zinc-finger";"OphioH327gp8609.1";"VIII";"+";"2.500.615";"2.502.923";2.309;418;"31.754.254";"31.756.562";1;56;750;"C6 zinc finger fungal transcription factor";"Stachybotrys chartarum";"Stachybotrys chartarum";"";"";"";0;"-";"";"";"";"N";"";"";"";"g8609"
"889";"L.Bernier oral presentation (unpublished data)";"Cell-surface-protein";"OphioH327gp1930";"II";"+";"279.361";"280.155";795;2.315;"7.217.293";"7.218.087";1;54;246;"Cell surface protein";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"cas1 appressorium specific protein";0;"-";"";"";"";"Y";"";"";"";"g1930"
"890";"L.Bernier oral presentation (unpublished data)";"Cell-surface-protein";"OphioH327gp5966";"V";"+";"1.205.111";"1.205.722";612;1.662;"22.050.229";"22.050.840";0;0;203;"Cell surface protein, putative";"Metarhizium acridum";"Ophiostoma piceae";"";"";"cell surface";0;"-";"";"";"";"N";"";"";"";"g5966"
"891";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp0102";"I";"-";"448.479";"450.184";1.706;1.723;"448.479";"450.184";1;71;544;"Amino-acid permease";"Grosmannia clavigera";"Ophiostoma piceae";"K16261";"YAT; yeast amino acid transporter";"amino-acid permease inda1";3;"C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport";"-";"";"";"N";"";"";"";"g0102"
"892";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1039";"I";"+";"4.008.783";"4.010.486";1.704;4.678;"4.008.783";"4.010.486";0;0;567;"Amino acid permease";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"amino acid permease";3;"C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport";"-";"";"";"N";"";"";"";"g1039"
"893";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1049";"I";"-";"4.043.315";"4.044.963";1.649;109;"4.043.315";"4.044.963";1;62;528;"Maltose permease MAL61";"Fusarium oxysporum";"Fusarium oxysporum";"";"";"maltose permease mal61";7;"F:transmembrane transporter activity; C:integral to membrane; C:membrane; P:transmembrane transport; P:transport; F:transporter activity; P:carbohydrate transport";"";"";"";"N";"";"";"";"g1049"
"894";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1206";"I";"+";"4.598.261";"4.599.370";1.11;8.082;"4.598.261";"4.599.370";0;0;369;"Plasma membrane iron permease";"Grosmannia clavigera";"Ophiostoma piceae";"K07243";"FTR, efeU; high-affinity iron transporter";"plasma membrane iron permease";2;"P:transmembrane transport; C:membrane";"-";"";"";"N";"";"";"";"g1206"
"895";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1268";"I";"+";"4.846.505";"4.847.879";1.375;30;"4.846.505";"4.847.879";1;70;434;"General alpha-glucoside permease (Maltose permease MAL11)";"Fusarium graminearum";"Ophiostoma piceae";"";"";"mfs maltose permease";7;"F:transmembrane transporter activity; F:substrate-specific transmembrane transporter activity; C:integral to membrane; C:membrane; P:transmembrane transport; P:transport; F:transporter activity";"";"";"";"N";"";"";"";"g1268"
"896";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1350";"I";"-";"5.106.733";"5.109.964";3.232;301;"5.106.733";"5.109.964";1;64;1.055;"L-fucose-proton symporter (6-deoxy-L-galactose permease)";"Pestalotiopsis fici";"Ophiostoma piceae";"K02429";"fucP; MFS transporter, FHS family, L-fucose permease";"l-fucose permease";1;"P:mycelium development";"-";"";"";"N";"";"";"";"g1350"
"897";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1452";"I";"+";"5.539.253";"5.545.029";4.473;2.357;"5.540.557";"5.545.029";0;0;1.49;"ATP-dependent bile acid permease";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"multidrug resistance-associated protein 6";4;"P:cellular process; P:transport; F:ATPase activity; F:nucleotide binding";"EC:3.6.1.3";"";"";"N";"";"";"";"g1452"
"898";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1460";"I";"+";"5.564.676";"5.566.016";1.341;48;"5.564.676";"5.566.016";2;117;407;"Lactose permease";"Neurospora tetrasperma";"Ophiostoma piceae";"";"";"lactose variant";3;"P:transmembrane transport; C:integral to membrane; F:substrate-specific transmembrane transporter activity";"-";"";"";"N";"";"";"";"g1460"
"899";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1470";"I";"+";"5.593.249";"5.595.042";1.794;676;"5.593.249";"5.595.042";2;141;550;"General amino acid permease AGP2";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"general amino acid permease";3;"C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport";"-";"";"";"N";"";"";"";"g1470"
"900";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1529";"I";"-";"5.768.900";"5.770.527";1.628;430;"5.768.900";"5.770.527";1;53;524;"Amino acid permease";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"amino acid permease";3;"C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport";"-";"";"";"N";"";"";"";"g1529"
"901";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1712";"I";"+";"6.468.676";"6.470.363";1.688;2.205;"6.468.676";"6.470.363";1;155;510;"Quinate permease (Quinate transporter)";"Gaeumannomyces graminis";"Ophiostoma piceae";"";"";"general substrate transporter";3;"P:transmembrane transport; C:integral to membrane; F:substrate-specific transmembrane transporter activity";"-";"";"";"N";"";"";"";"g1712"
"902";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1751";"I";"-";"6.604.828";"6.606.549";1.722;245;"6.604.828";"6.606.549";0;0;573;"Quinate permease (Quinate transporter)";"Trichoderma reesei";"Ophiostoma piceae";"";"";"sugar transporter";4;"F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport";"-";"";"";"N";"";"";"";"g1751"
"903";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1826";"I";"-";"6.849.532";"6.851.172";1.641;1.22;"6.849.532";"6.851.172";0;0;546;"Amino-acid permease BAT1 homolog";"Neurospora crassa";"Ophiostoma piceae";"";"";"related to gaba transport protein";3;"C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport";"-";"";"";"N";"";"";"";"g1826"
"904";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1857";"II";"-";"8.723";"10.515";1.793;1.291;"6.946.655";"6.948.447";3;176;538;"Maltose permease";"Neosartorya fischeri";"Ophiostoma piceae";"";"";"mfs maltose";4;"F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport";"-";"";"";"N";"";"";"";"g1857"
"905";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1858";"II";"-";"16.899";"18.966";2.068;6.383;"6.954.831";"6.956.898";5;268;599;"Siderophore iron transporter mirA (Enterobactin permease)";"Fusarium oxysporum";"Fusarium oxysporum";"";"";"siderophore iron transporter mira";2;"C:membrane; P:transport";"-";"";"";"N";"";"";"";"g1858"
"906";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1859";"II";"-";"22.291";"23.931";1.641;3.324;"6.960.223";"6.961.863";1;54;528;"Quinate permease (Quinate transporter)";"Pestalotiopsis fici";"Ophiostoma piceae";"";"";"quinate permease";4;"F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:quinate metabolic process; P:transmembrane transport";"-";"";"";"N";"";"";"";"g1859"
"907";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1867";"II";"+";"41.776";"43.457";1.682;3.606;"6.979.708";"6.981.389";1;56;541;"High affinity methionine permease";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"amino acid permease";3;"C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport";"-";"";"";"N";"";"";"";"g1867"
"908";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1928";"II";"+";"272.207";"273.790";1.584;1.091;"7.210.139";"7.211.722";0;0;527;"Maltose permease";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"maltose permease";3;"P:transmembrane transport; C:integral to membrane; F:substrate-specific transmembrane transporter activity";"-";"";"";"N";"";"cluster gene";"";"g1928"
"909";"L.Bernier oral presentation (unpublished data)";"Permease";"OphioH327gp1954";"II";"+";"382.667";"384.310";1.644;3.475;"7.320.599";"7.322.242";0;0;547;"Amino acid permease family protein, putative";"Talaromyces marneffei";"Ophiostoma piceae";"";"";"amino acid permease family";3;"C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport";"-";"";"";"N";"";"";"";"g1954"
